user_list,event_labled,event_referenced,event_mentioned,event_closed,event_event_assignee,event_event_assigner,event_review_requester,event_requested_reviewer
RanaBan,1,0,1,1,0,0,0,0
RarDay,1,0,4,0,0,0,0,0
RayGuo-C,3,0,2,0,0,0,0,0
RedJyve,3,0,0,1,0,0,0,0
RenoLooijmans,0,0,3,0,0,0,0,0
RhynoTime,0,0,1,0,0,0,0,0
RichardKershner-v1,1,0,1,1,0,0,0,0
Richie-yan,1,0,1,0,0,0,0,0
RifqiAW,1,0,0,1,0,0,0,0
RinozaJiffry,0,0,0,1,0,0,0,0
Rivendile,2,0,2,2,0,0,0,0
River861,1,0,4,2,0,0,0,0
RobertBiehl,0,0,3,0,0,0,0,0
RobertChenKFC,1,0,1,1,0,0,0,0
Roberto7766,1,0,0,0,0,0,0,0
Robird,2,0,2,0,0,0,0,0
RocaVincent,1,0,2,1,0,0,0,0
Rontu22,1,0,1,0,0,0,0,0
RookieZB,1,0,0,1,0,0,0,0
RostyslavUA,1,0,3,0,0,0,0,0
RunChengNi,0,0,1,1,0,0,0,0
Ruomei,1,0,0,0,0,0,0,0
RushilVerma,1,0,1,0,0,0,0,0
Ryan-Rudes,1,0,2,1,0,0,0,0
RylanSchaeffer,1,0,0,1,0,0,0,0
S99amuele,1,0,1,1,0,0,0,0
SANJAY-NT,0,0,2,0,0,0,0,0
SRaent,1,0,0,1,0,0,0,0
Saagarika99,1,0,1,0,0,0,0,0
Saduf2019,1146,0,200,27,745,386,0,0
SageAgastya,1,0,1,0,0,0,0,0
SaiSravaN-Oleti,0,0,1,0,0,0,0,0
SamTov,1,0,0,1,0,0,0,0
SamuelMarks,0,0,1,0,0,0,0,0
Samuelpenner,0,0,0,1,0,0,0,0
SanjuSoni,1,0,1,1,0,0,0,0
Saptr,0,0,3,0,0,0,0,0
SarMesga,1,0,0,0,0,0,0,0
SaschaHeyer,2,0,0,0,0,0,0,0
Sdhir,0,0,1,0,0,0,0,0
SebastianJL,1,0,2,0,0,0,0,0
SennriSyunnga,1,0,3,1,0,0,0,0
Shadowman82,0,0,0,1,0,0,0,0
Shamino0,2,0,0,0,0,0,0,0
ShengYang1,0,0,6,0,0,0,3,0
ShikharJ,2,0,0,2,0,0,0,0
Shion7581,0,0,2,1,0,0,0,0
ShiquanYu,1,0,1,1,0,0,0,0
Shiro-LK,1,0,3,0,0,0,0,0
Shobana1230,1,0,2,0,0,0,0,0
ShrinidhiSS,1,0,1,1,0,0,0,0
Shukla-Gaurav,0,0,0,0,0,0,0,0
ShyamSundhar1411,2,0,1,0,0,0,0,0
Sidong-Wei,0,0,1,0,0,0,0,0
Silver-Whiskey,0,0,2,0,0,0,0,0
Silvio-Ma,1,0,5,1,0,0,0,0
SixtyTrees,1,0,1,0,0,0,0,0
SkylerZheng,1,0,1,0,0,0,0,0
SlimSidhom,1,0,0,0,0,0,0,0
SmileTM,1,0,0,1,0,0,0,0
Smokrow,0,0,1,0,0,0,0,0
SongyiGao,1,0,1,0,0,0,0,0
Srini511,0,0,0,0,0,0,1,0
Srkshaikh5,2,0,2,0,0,0,0,0
StarOnTheSky,1,0,1,0,0,0,0,0
StatPal,1,0,0,1,0,0,0,0
StephKua,1,0,1,0,0,0,0,0
StevenShi-23,1,0,2,0,0,0,0,0
Stonepia,2,0,1,2,0,0,0,0
Subrahmanyajoshi,0,1,0,0,0,0,0,0
Sudhan97,3,0,7,1,0,0,0,0
SunAriesCN,2,0,2,1,0,0,0,0
SunBeenMoon,2,0,3,1,0,0,0,0
Sunkian,1,0,1,0,0,0,0,0
Sur3,2,0,3,1,0,0,0,0
Suraj-Upadhyay,0,0,1,0,0,0,0,0
Suraj1199,0,0,1,0,0,0,0,0
Suri12990,1,0,1,1,0,0,0,0
Susmit-A,1,0,2,0,0,0,0,0
SusuXu,0,0,1,0,0,0,0,0
SvSz,1,0,2,0,0,0,0,0
SvenWarnke,1,0,1,0,0,0,0,0
THULiusj,1,0,1,0,0,0,0,0
TIANHAO-WANG,1,0,1,0,0,0,0,0
TLCFYBJJHYYSND,1,0,3,0,0,0,0,0
TPrivat,1,0,2,1,0,0,0,0
TUT-jiayou,1,0,0,1,0,0,0,0
TVLIgnacy,0,0,0,0,0,0,0,0
TZubiri,1,0,1,1,0,0,0,0
TaahaKhan,1,0,1,0,0,0,0,0
TabshirBashar,1,0,3,1,0,0,0,0
TaeheeJeong,1,0,5,0,0,0,0,0
TakahashiYoshikazu,0,0,0,1,0,0,6,0
TekpreXyz,1,0,0,1,0,0,0,0
TensorFlow-Docs-Copybara,0,7,0,0,0,0,0,0
TensorFlow-MKL,0,0,1,0,4,0,0,0
TerenceHernandez,0,0,1,1,0,0,0,0
Tessil,2,0,4,3,0,0,0,0
TheBeaNerd,1,0,1,0,0,0,0,0
TheEnigmist,1,0,1,0,0,0,0,0
TheWindWillNotStop,0,0,1,0,0,0,0,0
Thecoderlegend101,1,0,1,1,0,0,0,0
Theelx,1,0,0,1,0,0,0,0
Thunder003,1,0,1,1,0,0,0,0
TianruiZhang,1,0,4,2,0,0,0,0
TillHa,0,0,1,1,0,0,0,0
TimCargan,1,0,0,1,0,0,0,0
TimOgden,1,0,0,1,0,0,0,0
Tingbopku,0,0,1,0,0,0,0,0
Tlevi16,1,0,1,0,0,0,0,0
ToBigboss,3,0,6,0,0,0,0,0
Tobs40,1,0,3,1,0,0,0,0
TomWildenhain-Microsoft,0,0,2,0,0,0,0,0
TomatoBoy90,1,0,4,0,0,0,0,0
ToonTalk,0,0,1,0,0,0,0,0
TrentHawkins,1,0,1,1,0,0,0,0
TriangularFarOutPoint,1,0,0,1,0,0,0,0
TriptonPt,1,0,1,0,0,0,0,0
TropicalTsunami,1,0,0,1,0,0,0,0
Tshi90,1,0,1,0,0,0,0,0
Tuco3333,1,0,0,0,0,0,0,0
TylerADavis,0,0,3,0,0,0,0,0
TylerLeonhardt,0,0,1,0,0,0,0,0
Tylersuard,1,0,2,0,0,0,0,0
UnickSoft,1,0,2,0,0,0,0,0
UrmsOne,3,0,5,0,0,0,0,0
UsharaniPagadala,762,0,60,2,332,153,0,0
VasyaSmolyar,1,0,2,0,0,0,0,0
Vaunorage,2,0,2,2,0,0,0,0
VegetableWithChicken,0,0,1,1,0,0,0,0
VenuGopalVasarla,1,0,1,0,0,0,0,0
VernengoSimone,1,0,1,1,0,0,0,0
VertexC,1,0,0,1,0,0,0,0
Victrid,0,0,0,1,0,0,0,0
VihangaAW,2,0,0,2,0,0,0,0
VincentYu68,1,0,1,1,0,0,0,0
VirVisha,2,0,3,1,0,0,0,0
VivekPanyam,1,0,2,0,0,0,0,0
Volker-Weissmann,1,0,3,1,0,0,0,0
WZMIAOMIAO,1,0,1,0,0,0,0,0
WannesBouwen,2,0,1,0,0,0,0,0
WayneHsiao0225,1,0,2,0,0,0,0,0
WeiChungChang,2,0,2,0,0,0,0,0
WeichenXu123,1,0,0,1,0,0,0,0
WesleyKhoiVo,0,0,1,1,0,0,0,0
WhiteFangBuck,0,0,3,0,0,0,0,0
WindQAQ,4,0,33,2,2,0,12,0
WingsOfPanda,1,0,2,0,0,0,0,0
WittyLLL,1,0,4,0,0,0,0,0
Wmir,1,0,2,1,0,0,0,0
WoJiaYouTingShu,1,0,2,1,0,0,0,0
WoutRuyters,0,0,4,1,0,0,0,0
Wwwwei,1,0,2,1,0,0,0,0
WzwzzZ,1,0,0,1,0,0,0,0
XDSwang,4,0,4,2,0,0,0,0
XXZhou25,2,0,3,1,0,0,0,0
Xhark,0,0,10,2,5,2,0,0
XiaoyuHy,1,0,1,0,0,0,0,0
YIMINGMA,0,0,2,0,0,0,0,0
YR123-123,1,0,0,0,0,0,0,0
Yakshith-Ramesh,0,0,5,1,0,0,0,0
YangHan-Morningstar,0,0,6,1,0,0,0,0
YannPourcenoux,2,0,1,1,0,0,0,0
Yannik1337,2,0,3,1,0,0,0,0
YanqingWu,1,0,1,0,0,0,0,0
YodaEmbedding,1,0,2,1,0,0,0,0
Yoline777,1,0,1,0,0,0,0,0
YongyuG,0,0,1,0,0,0,0,0
YonitZall,0,0,1,0,0,0,0,0
Yonma,0,0,2,1,0,0,0,0
YooSungHyun,1,0,0,1,0,0,0,0
Yosonix,1,0,1,0,0,0,0,0
YouCantHandleMyOPness,1,0,1,1,0,0,0,0
Young768,3,0,2,2,0,0,0,0
Yu-Hang,3,0,3,3,0,0,0,0
YuriyTigiev,1,0,5,1,0,0,0,0
Yurushia1998,1,0,9,0,0,0,0,0
Yuvraj-Dhepe,1,0,2,1,0,0,0,0
ZYCCC927,1,0,1,0,0,0,0,0
ZYG151541155,1,0,3,0,0,0,0,0
Zahra-zso,0,0,1,0,0,0,0,0
Zakria96,2,0,2,1,0,0,0,0
Zantares,0,0,3,0,0,0,0,0
Zardoua-Yassir,1,0,1,1,0,0,0,0
Zengyf-CVer,1,0,2,1,0,0,0,0
ZephyRUXS,1,0,0,0,0,0,0,0
ZeroOut,0,0,2,0,0,0,0,0
Zethson,0,0,1,0,0,0,0,0
Zhang-Mengfan,0,0,1,0,0,0,0,0
Zhuxinpei,4,0,5,3,0,0,0,0
Zodaztream,1,0,7,0,0,0,0,0
ZoeZhang91,1,0,3,1,0,0,0,0
Zotec-exe,1,0,1,0,0,0,0,0
Zumbalamambo,2,0,4,1,0,0,0,0
a1391651300,2,0,3,0,0,0,0,0
aaltonenzhang,1,0,1,0,0,0,0,0
aarju123,0,0,2,0,0,0,0,0
aaudiber,0,0,36,6,17,2,1,0
aayushnair1126,1,0,1,0,0,0,0,0
abattery,383,0,167,60,52,239,85,0
abby-93,1,0,2,0,0,0,0,0
abdallah1097,1,0,2,0,0,0,0,0
abdulbasitds,1,0,2,1,0,0,0,0
abhijit1247,2,0,1,1,0,0,0,0
abhilash1910,0,0,0,1,0,0,0,0
abhinav-upadhyay,0,0,0,0,0,0,0,0
abhinavsp0730,0,0,1,0,0,0,0,0
abolotnov,1,0,1,1,0,0,0,0
acmilannesta,1,0,0,1,0,0,0,0
acuskev,1,0,2,0,0,0,0,0
ad12,1,0,0,1,0,0,0,0
adaitche,0,0,1,0,0,0,0,0
adalseno,0,0,3,1,0,0,0,0
addy1997,1,0,5,0,0,0,0,0
aditisaluja5,0,0,1,0,0,0,0,0
adityamohan29,0,0,1,0,0,0,0,0
adriangay,1,0,1,1,0,0,0,0
adriangb,3,0,0,1,0,0,0,1
advaitjain,368,72,79,40,37,18,107,2
aecelaya,1,0,1,1,0,0,0,0
aemerson,0,0,1,0,0,0,0,0
agarwal-ashish,0,0,0,0,2,3,0,0
agarwalutkarsh554,0,0,3,0,0,0,0,0
ageron,0,0,1,0,0,0,0,0
agramesh1,0,0,14,0,0,0,4,0
agsci2017,1,0,0,0,0,0,0,0
ahbe,1,0,2,0,0,0,0,0
ahmadchalhoub,2,0,0,2,0,0,0,0
ahmedhajyahmed,1,0,1,1,0,0,0,0
ahtik,0,0,2,0,0,0,0,0
ahyunsoo2,1,0,1,1,0,0,0,0
aingo03304,2,0,0,3,0,0,0,0
airman00,2,0,1,3,0,0,0,0
airplane2230,1,0,0,1,0,0,0,0
ajinkeya007,2,0,3,2,0,0,0,0
ajinkyaambatwar,1,0,1,1,0,0,0,0
akanksha4116,0,0,1,0,0,0,0,0
akarmi,0,0,1,0,0,0,0,0
akeem377,1,0,1,0,0,0,0,0
akkiss,1,0,1,1,0,0,0,0
akkshay0107,3,0,9,2,0,0,0,0
akshitadixit,1,0,8,0,0,0,0,0
akuegel,3,0,9,0,2,0,1,0
alanlegoallec,1,0,0,0,0,0,0,0
alanpurple,4,0,4,2,0,0,0,0
alanvgreen,2,0,2,0,1,0,0,0
albertonavas99,1,0,2,0,0,0,0,0
albertotonon,1,0,1,1,0,0,0,0
alecgunny,0,0,1,0,0,0,0,0
alejandroaguileraalcalde-ing,1,0,2,0,0,0,0,0
alenik01,2,0,8,2,0,0,1,0
alewir,1,0,3,1,0,0,0,0
alex-sokolov2011,1,0,2,1,0,0,0,0
alexanderfrey,0,0,1,0,0,0,0,0
alexartwww,1,0,2,0,0,0,0,0
alexbaras,1,0,1,1,0,0,0,0
alexispascual,0,0,1,0,0,0,0,0
alexispomares,1,0,1,0,0,0,0,0
alexmil2019,1,0,2,1,0,0,0,0
alextp,0,0,1,0,0,0,0,0
alexyinxuanyu,1,0,1,0,0,0,0,0
aliceruget,2,0,1,0,0,0,0,0
aliencaocao,1,0,2,0,0,0,0,0
aligoglos,1,0,1,0,0,0,0,0
alih552,0,0,0,0,0,0,0,0
alkaris2,1,0,0,0,0,0,0,0
all-over-the-place,1,0,1,0,0,0,0,0
allenl,0,0,1,0,0,0,0,0
allenlavoie,0,0,34,5,0,0,8,0
allevato,0,0,1,0,0,0,0,0
aloizo03,2,0,3,1,0,0,0,0
alphaX86,1,0,4,0,0,0,0,0
amahendrakar,1595,0,159,22,572,269,0,0
amandal-cad,0,0,0,1,0,0,0,0
ameyparanjape,1,0,3,0,0,0,0,0
amicotin,1,0,1,1,0,0,0,0
amitport,1,0,0,0,0,0,0,0
ammarchalifah,0,0,1,0,0,0,0,0
amogh7joshi,0,0,6,0,0,0,2,0
anandece4u,1,0,1,0,0,0,0,0
anavanab99,2,0,3,0,0,0,0,0
ando0689,1,0,1,1,0,0,0,0
andophine,1,0,0,1,0,0,0,0
andreABbauer,0,0,2,1,0,0,0,0
andregarcia,1,0,1,1,0,0,0,0
andreixxi,3,0,4,2,0,0,0,0
andreperezmaselco,1,0,0,1,0,0,0,0
andrew-leaver,0,0,1,0,0,0,0,0
andrewstanfordjason,0,0,0,1,0,0,0,0
andrewstevens-infineon,2,0,1,1,0,0,0,0
andyly,0,0,1,0,0,0,0,0
angerson,2,0,38,4,10,0,10,0
angsiokcheng,1,0,1,0,0,0,0,0
anilnishad19799,1,0,1,0,0,0,0,0
anirudh161,0,0,2,1,0,1,1,0
ankit1-iitbhu,1,0,1,0,0,0,0,0
ankitShuklaDev,0,0,1,1,0,0,0,0
annarev,0,0,10,0,0,0,0,0
annietllnd,1,0,0,0,1,0,0,2
annyan09023,0,0,2,2,0,0,0,0
anoldmaninthesea,1,0,0,1,0,0,0,0
anonymous-313,0,0,1,0,0,0,0,0
anshkumar,1,0,0,0,0,0,0,0
ant-pls-dev,1,0,1,0,0,0,0,0
anth2o,1,0,1,1,0,0,0,0
antkillerfarm,0,0,0,1,0,0,0,0
antonaldo,1,0,2,1,0,0,0,0
apivovarov,0,0,1,0,0,0,0,0
apoorvgupta25,1,0,0,1,0,0,0,0
applikationsprogramvara,1,0,1,1,0,0,0,0
apramanik62,0,0,5,1,0,0,0,0
arde171,0,0,1,0,0,0,0,0
ardtrkc,4,0,2,4,0,0,0,0
aredier,1,0,1,1,0,0,0,0
arghyaganguly,1,0,2,0,0,0,0,0
ariG23498,0,0,1,0,0,0,0,0
arjunskumar,1,0,1,1,0,0,0,0
arkadeepnc,1,0,1,1,0,0,0,0
arkjedrz,0,0,3,0,0,0,0,0
armenpoghosov,0,0,0,0,0,0,0,0
armkevincheng,0,0,0,0,0,0,0,2
arnoegw,2,0,0,1,0,0,0,0
arolet,1,0,3,0,0,0,0,0
around-star,0,0,4,2,2,0,3,0
arovir01,0,2,0,0,0,0,0,0
arpans2112,1,0,1,0,0,0,0,0
arpitjjw,1,0,1,0,0,0,0,0
arsinnius,2,0,1,1,0,0,0,0
artiblaster,1,0,2,1,0,0,0,0
arubiales,1,1,2,1,0,0,0,0
arunraja-hub,2,0,5,0,0,0,0,0
arwinder24,1,0,0,1,0,0,0,0
aseelalmasholy,1,0,1,0,0,0,0,0
aseembehl,0,0,3,0,0,0,0,0
aselle,0,0,1,0,0,0,0,0
ashahab,2,0,4,1,0,0,0,0
ashahba,0,0,0,0,0,0,0,0
ashishsme14,2,0,7,0,0,0,0,0
ashraf-bhuiyan,0,0,0,1,0,0,1,0
ashutosh1919,3,0,8,1,1,0,7,0
ashwinmurthy,0,0,0,0,1,0,0,0
asimsultan,1,0,0,0,0,0,0,0
asirico,1,0,0,0,0,0,0,0
asishm-wk,1,0,0,0,0,0,0,0
asokraju,1,0,1,1,0,0,0,0
asterisk37n,1,0,2,0,0,0,0,0
asus4,0,0,3,0,0,0,0,0
aswathselvam,1,0,1,1,0,0,0,0
atahmasb,1,0,2,1,0,0,0,0
athira-ajith,0,0,2,0,0,0,0,0
atn832,0,0,3,0,0,0,0,0
atondwal,0,0,2,0,0,0,0,0
atptour2017,1,0,3,1,0,0,0,0
atreyamaj,1,0,1,0,0,0,0,0
attardi,1,0,0,1,0,0,0,0
atw1020,1,0,0,1,0,0,0,0
atyshka,2,0,3,1,0,0,0,0
aucth,1,0,3,1,0,0,0,0
augustinemune,0,0,1,0,0,0,0,0
aureleq,0,0,1,0,0,0,0,0
aurelio-amerio,1,0,1,1,0,0,0,0
author,0,0,1,0,0,0,0,0
av8ramit,0,0,2,0,3,2,4,0
available,0,0,1,0,0,0,0,0
avarmapml,0,0,0,0,0,0,0,0
avroshk,1,0,0,1,0,0,0,0
awaisbajwaml,0,0,1,1,0,0,0,0
awpr,0,0,3,0,0,0,0,0
aws,0,0,1,0,0,0,0,0
awson,1,0,2,0,0,0,0,0
axelning,1,0,5,0,0,0,0,0
axsaucedo,1,0,0,0,0,0,0,0
ayakashi-ml,1,0,1,0,0,0,0,0
ayandebbarman,1,0,1,1,0,0,0,0
aymeric75,1,0,3,0,0,0,0,0
azazhu,0,0,7,2,0,0,0,0
azertyken,1,0,2,1,0,0,0,0
azuryl,1,0,1,0,0,0,0,0
azziqshmsdn,1,0,1,0,0,0,0,0
b-entangled,1,0,1,1,0,0,0,0
baliakanksha,1,0,1,0,0,0,0,0
bani-intelaipg,0,0,3,0,0,0,0,0
barabanus,2,0,1,2,0,0,0,0
baranaldemir,0,0,1,0,0,0,0,0
barbaragabriella,0,0,1,0,0,0,0,0
barrypitman,1,0,0,1,0,0,0,0
bas-aarts,3,0,7,0,0,0,0,0
battery,0,0,1,0,0,0,0,0
bayesian-mind,1,0,1,1,0,0,0,0
bd050705,1,0,4,1,0,0,0,0
beckermr,0,0,1,0,0,0,0,0
behzad-a,1,0,0,1,0,0,0,0
benbarsdell,0,0,16,2,0,0,0,0
benjrossi,1,0,0,0,0,0,0,0
benjs,2,0,3,1,0,0,0,0
benyeoh,0,0,1,0,0,0,0,0
berendjan,1,0,0,1,0,0,0,0
bergen288,1,0,2,1,0,0,0,0
berhanpolat,1,0,7,0,0,0,0,0
bermeitinger-b,0,0,1,0,0,0,0,0
bersbersbers,1,0,1,1,0,0,0,0
bethven,1,0,1,0,0,0,0,0
bfontain,0,0,0,0,0,0,0,0
bgcgh,0,0,7,0,0,0,0,0
bhack,0,1,76,3,0,0,15,2
bhanuprakashbv,0,0,4,0,0,0,0,0
bhatuzdaname,1,0,2,0,0,0,0,0
bibbygoodwin,0,0,1,0,0,0,0,0
bioothod,0,0,2,0,0,0,0,0
bixia1,4,0,67,0,1,0,12,0
bizzyvinci,0,0,2,2,0,0,0,0
bjacob,0,0,0,0,1,0,0,0
bjkomer,1,0,2,1,0,0,0,0
bkirwi,1,0,0,0,0,0,0,0
bkovalenkocomp,1,0,0,1,0,0,0,0
blackyang,0,0,1,0,0,0,0,0
blcyzycc,1,0,2,1,0,0,0,0
bmblr497,1,0,1,0,0,0,0,0
bmd3k,0,0,0,0,1,0,1,0
bobyang9,1,0,0,0,0,0,0,0
bojake,1,0,0,1,0,0,0,0
bondhugula,2,0,5,2,1,0,0,0
bouyeshogh,1,0,1,1,0,0,0,0
bparr,1,0,1,0,0,0,0,0
bplevin36,0,0,1,0,0,0,0,0
braindotai,1,0,5,1,0,0,0,0
bratyslav,1,0,0,2,0,0,0,0
breadbread1984,1,0,2,0,0,0,0,0
brethvoice,1,0,4,0,0,0,0,0
brian654321,1,0,1,0,0,0,0,0
brianretford,0,0,0,1,0,0,0,0
brianwa84,0,0,0,0,0,0,1,0
brittle123,1,0,2,1,0,0,0,0
broken,0,0,2,0,0,0,0,0
brunovollmer,2,0,0,2,0,0,0,0
brychcy,1,2,2,0,0,0,0,0
buaaliyi,0,0,0,0,0,0,0,0
budibeta,5,0,5,2,0,0,0,0
bug-L,0,0,0,1,0,0,0,0
bugerry87,1,0,0,0,0,0,0,0
bugpromax,1,0,4,1,0,0,0,0
bugreporter450,5,0,3,0,0,0,0,0
burgerkingeater,2,0,9,0,0,0,0,0
busFred,1,0,0,1,0,0,0,0
byronyi,0,0,4,1,0,0,0,0
bzamecnik,1,2,0,0,0,0,0,0
bzr1,0,0,0,1,0,0,0,0
caggl,1,0,1,0,0,0,0,0
cah-aswini-jalla,0,0,1,1,0,0,0,0
calvuser,0,0,4,0,0,0,0,0
cantonios,0,0,6,1,0,0,4,0
casassg,0,1,0,0,0,0,0,0
catskul,1,0,1,1,0,0,0,0
ccl-private,0,0,1,0,0,0,0,0
ccrusius,0,0,0,1,0,0,0,0
cecabert,1,0,0,0,0,0,0,0
cfRod,0,1,0,0,0,0,0,0
cfrancesco,1,0,1,0,0,0,0,0
cgebbe,2,0,3,1,0,0,0,0
chalermporn17personal,1,0,2,1,0,0,0,0
charmasaur,2,0,0,0,0,0,0,1
chazuttu,0,0,1,0,0,0,0,0
chenghuige,1,0,0,1,0,0,0,0
chenmoneygithub,0,0,10,6,1,0,0,0
chenxinhua,1,0,3,0,0,0,0,0
cheshire,5,0,137,3,3,1,11,0
chethanjjj,2,0,2,0,0,0,0,0
chinya07,0,0,1,0,0,0,0,0
chiranshu14,1,0,2,0,0,0,0,0
chiseo36,1,0,1,0,0,0,0,0
chlyzzo,2,0,2,0,0,0,0,0
choff5507,1,0,2,0,0,0,0,0
chrisbutner,1,0,2,0,0,0,0,0
christisg,0,0,0,0,0,0,1,0
christopherbate,0,0,3,2,0,0,1,0
chrmarti,0,0,1,0,0,0,0,0
chsigg,1,0,86,0,2,0,0,0
chuantunglin,1,0,1,0,0,0,0,0
chudur-budur,1,0,1,0,0,0,0,0
chudyandrej,1,0,2,0,0,0,0,0
cjfghk5697,2,0,1,2,0,0,0,0
cjolivier01,0,0,0,0,0,0,0,0
ckhuangf,2,0,2,0,0,0,0,0
ckkuang,0,0,0,1,0,0,1,0
cl3m3nt,0,0,4,0,0,0,0,0
claverru,0,0,1,0,0,0,0,0
clemente0420,1,0,2,0,0,0,0,0
cliffwoolley,0,0,1,0,0,0,0,0
cmuniyappa,3,0,5,1,0,0,0,0
codePerfectPlus,2,0,3,2,0,0,0,0
