user_login,user_score
Carry955,0.0
EJaven,0.2674600944976154
HW_KK,0.2169048395227213
HidyLi,8.655413207056133
HilbertDavid,0.2169048395227213
HulkTang,1.037269533239216
JT0623,1.18263500692345
JeffDing890430,1.037269533239216
JohanOu,0.25117467212199257
LiannaiWork,0.0
Lisenning,0.25117467212199257
M20211031,0.2169048395227213
MDS_ZHR,0.5156350659796634
Maigee,0.0
Margaret_wangrui,1.7352387161817704
Programmer-GYL,0.25117467212199257
Shawny233,3.374269115766733
Somnus2020,0.2169048395227213
Sun_New_Rain,0.25117467212199257
Super_Wzb,0.0
VectorSL,1.3014290371363277
WL960305,0.518634766619608
YamanAfadar,0.25117467212199257
YeFeng_24,2.7595234176458665
ZhengBina,0.0
abood_2a6f,0.25117467212199257
abracadabra233,0.25117467212199257
aishuaiyao,0.25117467212199257
alashkari,0.518634766619608
anancds,0.4338096790454426
andy_wangrui,12.79168702052122
anyrenwei,0.0
anzhengqi,2.819762913795376
ardcy,0.0
artlesbol,0.0
ascendzyj,0.25117467212199257
askmiao,0.2169048395227213
bairongz,0.2169048395227213
bcc2974874275,0.25117467212199257
bingyaweng,1.2541743727619372
blycf,0.25117467212199257
bubb1e,0.0
c_34,5.94015854676073
caicai-0505,1.0046986884879703
caojian05,0.2169048395227213
caoruyue1,5.340698448184128
cathwong,1.037269533239216
ccfendouing,0.0
cdemo123,0.0
changzherui,2.169048395227213
chaoshijiecy,0.0
chauneahhin,0.0
chen-jun0211,0.0
chen_si_jie,11.953032431970152
chen_tanjie,10.691284642407883
chen_ying113,0.518634766619608
chenfei52,4.250873782161433
cheng_xiaoli,24.048194021653746
chengxb7532,0.8676193580908852
chenlei_autodiff,1.539618877483201
chenmai1102,0.518634766619608
chenping38,0.25117467212199257
chenweitao_295,0.4338096790454426
chenyang_Marvin,0.25117467212199257
chenyijie6,0.0
chenzhuo42,0.6507145185681639
chopin_syp,0.2169048395227213
chou-shun,0.25117467212199257
chu-jibiao,9.355585772672285
chujinjin,3.9042871114089817
cjh9368,0.4338096790454426
ck00388204,0.25117467212199257
ckey_dou,0.9687298680406733
cl_user,0.25117467212199257
clement_li,1.0029997006399447
cloud-dingyong,0.25117467212199257
cmy_melody,0.2169048395227213
cononlly,0.518634766619608
cooper44,10.978428134977174
cqu_yangxingyu,0.518634766619608
cristoval,0.6507145185681639
cuihulan,0.25117467212199257
cuttlefish1002,0.25117467212199257
cyh_ustc,0.25117467212199257
cyx2020,0.25117467212199257
czr9775,0.25117467212199257
daheyinyin,0.25117467212199257
dandelight,0.25117467212199257
dash0225,2.169048395227213
david-he91,112.55606756527602
dayschan,4.9854135654724026
dcomcomnj_admin,0.2169048395227213
detectiver,0.0
devilmaycry812839668,0.5023493442439851
ding_fei_fei,0.9687298680406733
dinglinhe123,2.7252535850465955
dohappy_708,0.25117467212199257
donghufeng,0.25117467212199257
dont-scald-your-head,0.25117467212199257
dphLaNoyee,0.25117467212199257
du-minjie,0.0
dxtcoder,0.0
eason-hw,0.25117467212199257
echo_hua,2.930159622009538
echos319,0.0
ehaleva,0.0
erpim,0.0
ether1202,0.0
evocrow,0.2169048395227213
ezphlow,0.2169048395227213
fan-jibin,1.0845241976136064
fan-weishun,0.25117467212199257
fanax,0.26446039385767073
fancyshun,0.25117467212199257
fangwenyi,63.12410681022746
fangzehua,0.4338096790454426
fateld,0.0
felixcplau,0.25117467212199257
feng_linfei,2.1041102105897327
fenglovebei,0.25117467212199257
findexplore,0.0
fromvoid,0.25117467212199257
fuguidan,0.7698094387416006
ganqj,0.2169048395227213
gaocongli_hw,0.5289207877153415
gaojing22,0.518634766619608
gaoxiong1,0.0
gaoyong10,0.2169048395227213
gegu6585,0.0
gemini524,2.5851745540095656
gengdongjie,2.814064402476046
ginfung,0.9181746130657793
gismovie,1.9521435557044917
gongdaguo,1.7890945617571676
gongliyao,0.48436493402033665
gouyuyangyang,0.25117467212199257
greatpanc,3.026983512143482
gui-ningxin,0.0
gui-shengnan,0.0
guikunchen,0.4338096790454426
guolinxuan,2.844348505220032
guoqi1024,1.8203646937164943
gxiang27,2.2006194171470983
hangangqiang,13.579272537825226
hanhuifeng2020,0.5156350659796634
harasuki,0.5023493442439851
harrywh,0.25117467212199257
harshvardhangupta,0.7698094387416006
hcc817,5.101110509949788
healing12,0.5023493442439851
helloway,0.5156350659796634
hetshah,0.25117467212199257
heyanhui1217,0.25117467212199257
hezixian7,10.818077951709235
hfarahat,1.5559042998588237
hiehiecode,0.518634766619608
hjxcoder,0.25117467212199257
hko,0.7535240163659778
hmy0123,0.0
hnldlydtttlxjc,0.25117467212199257
horace-hht,0.25117467212199257
huang_gang_hong,0.25117467212199257
huangbingjian,0.7698094387416006
huangbo77,2.5496040086183753
huangshuai000,0.0
huangxinjing,0.48436493402033665
huaweib,0.8676193580908852
huchunmei,0.8676193580908852
huziboyyds,0.0
hwhewei,0.7325399055023847
hwjiaorui,0.25117467212199257
hwyyj,0.5156350659796634
hyperxiangye,0.25117467212199257
iiiimp,1.037269533239216
iotwins,0.5023493442439851
irmo,0.4338096790454426
isaac17555,0.0
ivss,2.385953234749934
jack_leekiller,1.5691900215945018
jakcmanftr,0.0
jefferyeven,0.25117467212199257
jerry0710,0.0
jessonguo,0.25117467212199257
jhan_jhan,0.0
jiabei0209,0.25117467212199257
jiang_botian,0.25117467212199257
jianghui58,0.4338096790454426
jiangshen95,0.25117467212199257
jiangtaoo2333,0.25117467212199257
jiangzg001,1.7352387161817704
jiaoy1224,0.518634766619608
jiaweizhuang,0.25117467212199257
jihongtao,0.5156350659796634
jjfeing,4.385652344789373
joinville,0.5023493442439851
jojobugfree,1.3014290371363277
jonyguo,5.002397920718825
joylvliang,0.2169048395227213
jpc_chenjianping,0.5156350659796634
jxlang910,0.0
kang-ning,0.25117467212199257
ketejun,0.25117467212199257
kikian,0.25117467212199257
kimxiaogen,0.5023493442439851
kingxian,2.2508737821614333
kinokoteikoku,0.0
kisnwang,2.9837145776243768
laiyongqiang,2.6001592635932695
lanzhineng,0.4338096790454426
larrygld,0.0
leidong999,0.7325399055023847
leiwei2,0.0
leonwanghui,1.2511746721219925
li-qiyao,0.0
li-ruoxuan5235,0.0
li_qi_liang,0.6982700729031134
liang_xiubo,0.0
liangchenghui,9.807176124930496
liangjiaxi2019,0.25117467212199257
liangxhao,4.974127489399443
liangyongxiong1024,4.301729927096885
liangzelang,1.8200638037559356
liangzhibo,1.1856347075633946
lianliguang,1.60015926359327
lichen666,0.8676193580908852
lihuinan_12,0.5023493442439851
limingqi107,0.8676193580908852
ling_qiao_min,0.9524444456650506
lingtianxia,3.289444028192568
lingyunli63,0.25117467212199257
linqingke,2.8556343491471257
liscar,0.25117467212199257
liu-xuu,1.2854445047212637
liu-yongqi-63,0.25117467212199257
liu-zeyu,1.5233334551075781
liu_luobin,1.803778381380313
liu_xiao_93,2.7322390155418255
liubuyu,0.9524444456650505
liurishen,0.25117467212199257
liushuo_ustc,0.25117467212199257
liutongtong9,1.1350794525885006
liuyang_655,2.502048454283426
lixintao2,1.5469051979389898
lixve,0.0
liyanjun10,2.867619358090885
liyong126,1.78279427051672
lizxxy,0.0
ljl0711,0.2169048395227213
llc0527,0.5023493442439851
llyy999,0.2169048395227213
looop5,1.7830951604772785
lordway,1.4338096790454427
lostsword,0.25117467212199257
lottiewang,0.25117467212199257
louie5,0.2169048395227213
loyolh,0.7535240163659778
lufei9026,0.0
luopenghui,17.90749054905981
luopengting,0.2169048395227213
luoyang42,5.177047674315685
luxuff,0.25117467212199257
luyihua,0.0
lv_xinyu,0.0
lvchangquan,0.2169048395227213
lvmingfu,1.6537142192081085
lvsi-cj,0.5023493442439851
lvyufeng,4.318825693200742
lvyufenghw,0.4338096790454426
lvzhangcheng,0.0
lyl116,0.0
lyvette,0.2169048395227213
lzkcode,0.6849843511674352
mahequn123,4.332699169095653
majorzhang,0.0
maning202007,0.2169048395227213
marcomarini,0.5023493442439851
markuskunej,0.0
marui36,0.0
mengyuanli,1.5529045992188792
mindspore_boy,0.2674600944976154
mindwang,0.6982700729031134
ming__blue,0.2674600944976154
missyuanzi,0.2674600944976154
miumiuC,0.0
modelzoo-ci-bot,0.6507145185681639
moran3,0.518634766619608
mr-melos,0.0
ms_yan,35.04325996769937
mu_rong_meng,17.79268224870222
mudongrui,1.9837145776243772
nicholas_yhr,0.7325399055023847
nizzan,0.0
noth1n9,0.5023493442439851
oacjiewen,14.797084641879987
oida,0.0
onexiaophai,0.0
ouwenchang,1.7222538844066508
ouyang_xx,0.25117467212199257
pandoublefeng,0.0
peacepeace,0.25117467212199257
peixu_ren,0.2169048395227213
probiotics_53,4.799792651525027
puxiaonian,0.25117467212199257
qiangqiang55,0.0
qili93,0.5023493442439851
qingfengli,0.4338096790454426
qingguoqincheng2021,0.25117467212199257
qq1280190261,0.0
qujianwei,0.5156350659796634
rainfor,0.2674600944976154
rainyhorse,2.1633498839078826
randy-wangx,0.0
sabrinasun_59ee,0.0
sdau20171754,0.5023493442439851
sduzjp,1.2558733606099628
shen_jingxing,0.0
shenming23,0.5023493442439851
shenwei41,2.9388578339688127
shiqiuling,0.25117467212199257
shirleyzhang086,5.618143673816917
shumingMiao,0.25117467212199257
si_chasing,0.6507145185681639
simson_wu,1.9121752117858897
sishuikang,1.904888891330101
stsuteng,3.0938103958779792
stylehang,5.422620988068029
sunsuodong,0.2169048395227213
sxqxdjl,6.590160338842074
tacyi139,1.3489845914712773
tang-yibo,0.5023493442439851
tao-qing1,2.298730226456942
taox_p,0.8023802834928462
three_four,0.5156350659796634
tiancixiao,4.304428737776271
tianqinjing,2.9999999999999996
tina_mengting_zhang,0.0
tomzwang11,0.2674600944976154
tophand,0.0
tronzhang,1.298730226456942
ttudu,0.46807951164471384
uccInf,0.0
uestc_dengjian_0,1.2558733606099628
uiemUI,0.25117467212199257
vddong,0.0
wang-weihangwk,0.5023493442439851
wang-xinuo886131,0.5349201889952307
wang-yujie2,0.0
wang_hua_2019,0.48136523338039205
wang_shaocong,5.809476892699641
wangbixing123,0.4338096790454426
wangjunbao,0.2169048395227213
wangnan39,8.394938543053748
wangshuide2020,2.602858074272655
wangshushu0213,0.0
wangsong95,12.41413110777
wangyanling10,2.467778621684155
wangyue01,0.2169048395227213
wangzheng1215,0.25117467212199257
wanyiming,0.2169048395227213
weisun092,0.518634766619608
weixiewen,0.25117467212199257
wenkai_dist,0.4338096790454426
whitewings,0.0
whutwangchao,0.0
wilfchen,1.8200638037559358
windaway,0.5023493442439851
windhxs,0.0
winnuix,0.5023493442439851
wmzheng2020,20.9678412239209
woshixiaoli,1.0312701319593267
wow_ha_ha_ha,2.566190320954557
wr1024,0.0
wsyadc,0.25117467212199257
wtcheng,0.0
wu_tian_yu9,3.0938103958779792
wukesong,2.2508737821614337
wupeiyuan1,0.0
wupx99,0.5023493442439851
wuxuejian,0.0
wwx1050661,0.5023493442439851
wx_86adbe176d,0.7535240163659778
wxzhou0925,0.25117467212199257
wymj123,0.25117467212199257
wzharies,0.0
xiangjiawei007,5.225890147826535
xiaohaoliang,0.25117467212199257
xiaotan31,0.518634766619608
xiaoxinniuniu,0.25117467212199257
xiaoyu_tong,0.5023493442439851
xiefangqi,8.738840196742832
xiong-changchun,0.0
xmushroom,0.25117467212199257
xsmq,0.2169048395227213
xu-yfei,0.5156350659796634
xu127457,0.0
xu_anyue,1.5661903209545573
xuan-zhang0509,0.0
xue-yuhao,1.3017299270968865
xuebao-zhang,5.835349403300198
xujinghan66,0.25117467212199257
xuuyangg,0.0
xuxing11,0.25117467212199257
xuyulina,0.0
xychow,0.2169048395227213
y-y-w,0.2674600944976154
yan-dasen,0.25117467212199257
yang-mengYM,0.25117467212199257
yang_kailu,0.518634766619608
yanghaitao1,0.6849843511674352
yanglf1121,0.4338096790454426
yangruoqi713,0.0
yangzhenzhang,1.7385393067822739
yantaoGit,0.0
yanzhenxiang2020,0.0
yao_yf,1.0845241976136064
yaolinxia,0.25117467212199257
ydgrasil,0.7698094387416006
ydwu4,0.25117467212199257
yelihua,0.2169048395227213
yepei6,0.4338096790454426
yeyunpeng2020,1.6374287968324857
yinhon,0.25117467212199257
yiqun-wu,1.0698403779904615
yongchao2,3.869619235899469
yoonlee666,1.2169048395227213
youtianming,0.0
youui,0.2169048395227213
yuan-zhongmi,0.0
yuchaojie,0.518634766619608
yulanjie2021,0.25117467212199257
yuximiao,0.0
yuzhenhua666,1.518333876659049
yvlee,0.25117467212199257
yx_miao,1.7582227048539478
yypxpy,0.25117467212199257
yyuse,0.2169048395227213
yyxhgg,0.0
yzhouxdu,0.25117467212199257
zabii,0.25117467212199257
zeng-pengyuan,0.25117467212199257
zengfy2020,0.7830951604772787
zetongzhao,1.5559042998588237
zeyangao,1.7352387161817704
zh_qh,4.256572293480763
zhan-yang6,0.7830951604772787
zhang_xue_tong,1.3014290371363277
zhangbiao31,0.48136523338039205
zhangbuxue,0.25117467212199257
zhanggy9,0.25117467212199257
zhanghaibo5,1.9521435557044917
zhanghuiyao,2.6504136286076045
zhanglei546,19.22601512015413
zhangpanting,0.0
zhangxiaoxiao16,2.385953234749934
zhangximing666,1.020984110863593
zhangyuqwer,0.0
zhangzhaoju,3.5020484542834254
zhangzzp_zzp,0.0
zhanyuan1,0.9524444456650506
zhao_ting_v,1.8200638037559358
zhaochao27,0.25117467212199257
zhaodezan,1.037269533239216
zhaojichen,0.6849843511674352
zhaosida_hw,0.9524444456650506
zheng_pengfei,0.0
zhengjun10,1.203619117787043
zhengyuanhua,0.2169048395227213
zhi-qing-wei,0.0
zhidanliu,0.2169048395227213
zhixinaa,0.0
zhongjicheng,15.490952321605329
zhou-yunfeier,0.0
zhou_lili,0.9181746130657793
zhoufeng54,2.2006194171470983
zhouneng2,0.6507145185681639
zhouqingtao2006,0.7325399055023847
zhoushan33,0.4338096790454426
zhouyaqiang0,0.751825028517952
zhubaiwan,0.5023493442439851
zhunaipan,7.36614486435067
zhupuxu,0.0
zichun_ye,0.8676193580908852
zikun97,0.5023493442439851
zjun3021,0.8676193580908852
zlq2020,0.2169048395227213
zomi_chan,0.0
zong-shuai,0.2674600944976154
zou-appei,0.25117467212199257
zou-tianyu,0.0
zpac,1.348984591471277
zsj_mind,0.5349201889952307
zsk423200,0.25117467212199257
zuochuanyong,0.2169048395227213
zxyhku,0.5023493442439851
zyhstack,0.2169048395227213
zyli2020,0.4338096790454426
